weather,base,visibility,dt,timezone,id,name,cod,location,state,data_type,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,pop,dt_txt,main.temp_kf,sys.pod,rain.3h
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,10000,1759860000,,,,,Chicago,IL,forecast,,,17.42,17.15,17.42,17.42,1022,74,1022,1000,3.54,337,4.72,100,,,,1.0,2025-10-07 18:00:00,0.0,d,0.16
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000,1759870800,,,,,Chicago,IL,forecast,,,18.24,17.63,18.24,18.24,1021,58,1021,1000,4.05,17,5.33,100,,,,0.0,2025-10-07 21:00:00,0.0,d,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000,1759881600,,,,,Chicago,IL,forecast,,,17.13,16.33,17.13,17.13,1023,55,1023,1002,3.22,33,5.81,99,,,,0.0,2025-10-08 00:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000,1759459154,-18000.0,4699066.0,Houston,200.0,Houston,TX,current,-95.3745,29.7563,25.93,26.15,25.93,25.93,1018,60,1018,1015,3.73,121,6.92,0,US,1759407323.0,1759449954.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759460400,,,,,Houston,TX,forecast,,,25.93,26.15,25.93,25.93,1018,60,1018,1015,3.73,121,6.92,0,,,,0.0,2025-10-03 03:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759471200,,,,,Houston,TX,forecast,,,25.42,25.56,24.39,25.42,1018,59,1018,1015,2.48,127,4.97,6,,,,0.0,2025-10-03 06:00:00,1.03,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759482000,,,,,Houston,TX,forecast,,,23.89,23.98,22.87,23.89,1017,63,1017,1015,0.66,97,1.48,7,,,,0.0,2025-10-03 09:00:00,1.02,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759492800,,,,,Houston,TX,forecast,,,22.73,22.81,22.73,22.73,1018,67,1018,1016,2.24,62,3.84,6,,,,0.0,2025-10-03 12:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759503600,,,,,Houston,TX,forecast,,,27.97,28.88,27.97,27.97,1020,55,1020,1017,3.36,67,4.5,0,,,,0.1,2025-10-03 15:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759514400,,,,,Houston,TX,forecast,,,31.08,30.47,31.08,31.08,1018,36,1018,1016,3.91,68,5.46,0,,,,0.02,2025-10-03 18:00:00,0.0,d,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000,1759525200,,,,,Houston,TX,forecast,,,33.99,33.1,33.99,33.99,1015,29,1015,1013,4.74,80,5.13,21,,,,0.0,2025-10-03 21:00:00,0.0,d,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,10000,1759536000,,,,,Houston,TX,forecast,,,30.94,30.7,30.94,30.94,1015,39,1015,1013,4.41,105,6.14,37,,,,0.0,2025-10-04 00:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759546800,,,,,Houston,TX,forecast,,,28.85,29.58,28.85,28.85,1017,51,1017,1014,2.94,113,6.73,2,,,,0.0,2025-10-04 03:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759557600,,,,,Houston,TX,forecast,,,27.34,28.44,27.34,27.34,1016,59,1016,1014,2.97,103,6.66,5,,,,0.0,2025-10-04 06:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759568400,,,,,Houston,TX,forecast,,,25.7,26.05,25.7,25.7,1015,66,1015,1013,2.97,65,6.0,0,,,,0.0,2025-10-04 09:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759579200,,,,,Houston,TX,forecast,,,24.12,24.39,24.12,24.12,1016,69,1016,1013,3.35,63,7.3,0,,,,0.0,2025-10-04 12:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759590000,,,,,Houston,TX,forecast,,,26.91,28.04,26.91,26.91,1016,61,1016,1014,3.88,71,5.87,0,,,,0.04,2025-10-04 15:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759600800,,,,,Houston,TX,forecast,,,31.51,31.59,31.51,31.51,1014,40,1014,1012,4.84,94,5.76,0,,,,0.0,2025-10-04 18:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759611600,,,,,Houston,TX,forecast,,,32.56,32.37,32.56,32.56,1012,36,1012,1009,5.01,118,5.26,2,,,,0.0,2025-10-04 21:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759622400,,,,,Houston,TX,forecast,,,28.97,29.62,28.97,28.97,1012,50,1012,1010,4.72,132,5.84,5,,,,0.0,2025-10-05 00:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759633200,,,,,Houston,TX,forecast,,,27.23,28.3,27.23,27.23,1013,59,1013,1011,3.7,135,7.7,0,,,,0.0,2025-10-05 03:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759644000,,,,,Houston,TX,forecast,,,26.52,26.52,26.52,26.52,1013,63,1013,1010,3.45,107,7.64,2,,,,0.0,2025-10-05 06:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759654800,,,,,Houston,TX,forecast,,,24.93,25.28,24.93,24.93,1012,69,1012,1010,3.62,82,7.55,0,,,,0.0,2025-10-05 09:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759665600,,,,,Houston,TX,forecast,,,23.26,23.52,23.26,23.26,1013,72,1013,1011,3.3,67,6.3,0,,,,0.0,2025-10-05 12:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759676400,,,,,Houston,TX,forecast,,,26.12,26.12,26.12,26.12,1014,60,1014,1012,3.81,67,5.49,0,,,,0.0,2025-10-05 15:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759687200,,,,,Houston,TX,forecast,,,30.91,31.24,30.91,30.91,1013,43,1013,1010,4.11,85,4.88,0,,,,0.0,2025-10-05 18:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759698000,,,,,Houston,TX,forecast,,,32.86,32.78,32.86,32.86,1010,36,1010,1008,4.44,108,4.15,9,,,,0.0,2025-10-05 21:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759708800,,,,,Houston,TX,forecast,,,29.21,30.2,29.21,29.21,1011,52,1011,1009,4.74,116,6.1,9,,,,0.0,2025-10-06 00:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759719600,,,,,Houston,TX,forecast,,,27.1,28.77,27.1,27.1,1013,67,1013,1010,3.7,118,6.59,0,,,,0.0,2025-10-06 03:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759730400,,,,,Houston,TX,forecast,,,25.94,26.47,25.94,25.94,1013,72,1013,1010,2.79,100,6.04,0,,,,0.0,2025-10-06 06:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759741200,,,,,Houston,TX,forecast,,,24.74,25.33,24.74,24.74,1013,79,1013,1010,2.45,78,4.7,1,,,,0.0,2025-10-06 09:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000,1759752000,,,,,Houston,TX,forecast,,,23.52,24.09,23.52,23.52,1014,83,1014,1011,2.73,58,4.22,2,,,,0.0,2025-10-06 12:00:00,0.0,n,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759762800,,,,,Houston,TX,forecast,,,26.32,26.32,26.32,26.32,1015,65,1015,1013,3.19,66,4.2,1,,,,0.0,2025-10-06 15:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759773600,,,,,Houston,TX,forecast,,,31.6,32.23,31.6,31.6,1014,43,1014,1012,2.44,77,2.63,0,,,,0.0,2025-10-06 18:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759784400,,,,,Houston,TX,forecast,,,33.69,33.79,33.69,33.69,1012,35,1012,1009,2.79,120,2.39,9,,,,0.0,2025-10-06 21:00:00,0.0,d,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000,1759795200,,,,,Houston,TX,forecast,,,30.34,31.39,30.34,30.34,1013,49,1013,1010,4.88,136,5.23,16,,,,0.0,2025-10-07 00:00:00,0.0,d,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000,1759806000,,,,,Houston,TX,forecast,,,27.56,29.41,27.56,27.56,1015,66,1015,1012,3.32,151,5.66,11,,,,0.0,2025-10-07 03:00:00,0.0,n,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000,1759816800,,,,,Houston,TX,forecast,,,26.75,28.44,26.75,26.75,1015,70,1015,1012,2.26,144,5.08,34,,,,0.0,2025-10-07 06:00:00,0.0,n,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000,1759827600,,,,,Houston,TX,forecast,,,26.02,26.02,26.02,26.02,1015,75,1015,1012,0.52,140,1.11,15,,,,0.0,2025-10-07 09:00:00,0.0,n,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,10000,1759838400,,,,,Houston,TX,forecast,,,25.22,25.89,25.22,25.22,1016,80,1016,1013,1.31,55,1.98,19,,,,0.2,2025-10-07 12:00:00,0.0,n,0.17
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000,1759849200,,,,,Houston,TX,forecast,,,28.25,30.33,28.25,28.25,1018,64,1018,1015,1.69,69,1.99,12,,,,0.0,2025-10-07 15:00:00,0.0,d,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000,1759860000,,,,,Houston,TX,forecast,,,33.22,34.13,33.22,33.22,1016,40,1016,1014,2.3,67,3.0,9,,,,0.0,2025-10-07 18:00:00,0.0,d,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,10000,1759870800,,,,,Houston,TX,forecast,,,34.0,34.25,34.0,34.0,1014,35,1014,1011,2.93,112,2.77,35,,,,0.0,2025-10-07 21:00:00,0.0,d,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000,1759881600,,,,,Houston,TX,forecast,,,31.44,32.36,31.44,31.44,1014,45,1014,1012,3.73,133,4.29,69,,,,0.0,2025-10-08 00:00:00,0.0,n,
