weather,base,visibility,dt,timezone,id,name,cod,location,state,data_type,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,pop,dt_txt,main.temp_kf,sys.pod,rain.3h,weather_source,lat,lon,date_iso,date,value
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759665600.0,,,,,Houston,TX,forecast,,,23.26,23.52,23.26,23.26,1013.0,72.0,1013.0,1011.0,3.3,67.0,6.3,0.0,,,,0.0,2025-10-05 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759676400.0,,,,,Houston,TX,forecast,,,26.12,26.12,26.12,26.12,1014.0,60.0,1014.0,1012.0,3.81,67.0,5.49,0.0,,,,0.0,2025-10-05 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759687200.0,,,,,Houston,TX,forecast,,,30.91,31.24,30.91,30.91,1013.0,43.0,1013.0,1010.0,4.11,85.0,4.88,0.0,,,,0.0,2025-10-05 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759698000.0,,,,,Houston,TX,forecast,,,32.86,32.78,32.86,32.86,1010.0,36.0,1010.0,1008.0,4.44,108.0,4.15,9.0,,,,0.0,2025-10-05 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759708800.0,,,,,Houston,TX,forecast,,,29.21,30.2,29.21,29.21,1011.0,52.0,1011.0,1009.0,4.74,116.0,6.1,9.0,,,,0.0,2025-10-06 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759719600.0,,,,,Houston,TX,forecast,,,27.1,28.77,27.1,27.1,1013.0,67.0,1013.0,1010.0,3.7,118.0,6.59,0.0,,,,0.0,2025-10-06 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759730400.0,,,,,Houston,TX,forecast,,,25.94,26.47,25.94,25.94,1013.0,72.0,1013.0,1010.0,2.79,100.0,6.04,0.0,,,,0.0,2025-10-06 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759741200.0,,,,,Houston,TX,forecast,,,24.74,25.33,24.74,24.74,1013.0,79.0,1013.0,1010.0,2.45,78.0,4.7,1.0,,,,0.0,2025-10-06 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759752000.0,,,,,Houston,TX,forecast,,,23.52,24.09,23.52,23.52,1014.0,83.0,1014.0,1011.0,2.73,58.0,4.22,2.0,,,,0.0,2025-10-06 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759762800.0,,,,,Houston,TX,forecast,,,26.32,26.32,26.32,26.32,1015.0,65.0,1015.0,1013.0,3.19,66.0,4.2,1.0,,,,0.0,2025-10-06 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759773600.0,,,,,Houston,TX,forecast,,,31.6,32.23,31.6,31.6,1014.0,43.0,1014.0,1012.0,2.44,77.0,2.63,0.0,,,,0.0,2025-10-06 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759784400.0,,,,,Houston,TX,forecast,,,33.69,33.79,33.69,33.69,1012.0,35.0,1012.0,1009.0,2.79,120.0,2.39,9.0,,,,0.0,2025-10-06 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759795200.0,,,,,Houston,TX,forecast,,,30.34,31.39,30.34,30.34,1013.0,49.0,1013.0,1010.0,4.88,136.0,5.23,16.0,,,,0.0,2025-10-07 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759806000.0,,,,,Houston,TX,forecast,,,27.56,29.41,27.56,27.56,1015.0,66.0,1015.0,1012.0,3.32,151.0,5.66,11.0,,,,0.0,2025-10-07 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759816800.0,,,,,Houston,TX,forecast,,,26.75,28.44,26.75,26.75,1015.0,70.0,1015.0,1012.0,2.26,144.0,5.08,34.0,,,,0.0,2025-10-07 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759827600.0,,,,,Houston,TX,forecast,,,26.02,26.02,26.02,26.02,1015.0,75.0,1015.0,1012.0,0.52,140.0,1.11,15.0,,,,0.0,2025-10-07 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,10000.0,1759838400.0,,,,,Houston,TX,forecast,,,25.22,25.89,25.22,25.22,1016.0,80.0,1016.0,1013.0,1.31,55.0,1.98,19.0,,,,0.2,2025-10-07 12:00:00,0.0,n,0.17,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759849200.0,,,,,Houston,TX,forecast,,,28.25,30.33,28.25,28.25,1018.0,64.0,1018.0,1015.0,1.69,69.0,1.99,12.0,,,,0.0,2025-10-07 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759860000.0,,,,,Houston,TX,forecast,,,33.22,34.13,33.22,33.22,1016.0,40.0,1016.0,1014.0,2.3,67.0,3.0,9.0,,,,0.0,2025-10-07 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,10000.0,1759870800.0,,,,,Houston,TX,forecast,,,34.0,34.25,34.0,34.0,1014.0,35.0,1014.0,1011.0,2.93,112.0,2.77,35.0,,,,0.0,2025-10-07 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,1759881600.0,,,,,Houston,TX,forecast,,,31.44,32.36,31.44,31.44,1014.0,45.0,1014.0,1012.0,3.73,133.0,4.29,69.0,,,,0.0,2025-10-08 00:00:00,0.0,n,,openweather,,,,,
,,,,,,,,Seattle,WA,uv_index,,,,,,,,,,,,,,,,,,,,,,,uv_index,47.6062,-122.3321,2025-10-03T12:00:00Z,1759492800.0,3.38
,,,,,,,,New York,NY,uv_index,,,,,,,,,,,,,,,,,,,,,,,uv_index,40.7128,-74.006,2025-10-03T12:00:00Z,1759492800.0,5.22
,,,,,,,,Los Angeles,CA,uv_index,,,,,,,,,,,,,,,,,,,,,,,uv_index,34.0522,-118.2437,2025-10-03T12:00:00Z,1759492800.0,6.39
,,,,,,,,Chicago,IL,uv_index,,,,,,,,,,,,,,,,,,,,,,,uv_index,41.8781,-87.6298,2025-10-03T12:00:00Z,1759492800.0,5.0
,,,,,,,,Houston,TX,uv_index,,,,,,,,,,,,,,,,,,,,,,,uv_index,29.7604,-95.3698,2025-10-03T12:00:00Z,1759492800.0,7.85
